LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
AUS,UNEMPEDU,BUPPSRY,PC_25_64,A,2016,7.5025826,
AUS,UNEMPEDU,BUPPSRY,PC_25_64,A,2017,7.0790563,
AUS,UNEMPEDU,BUPPSRY,PC_25_64,A,2018,7.0461249,
AUS,UNEMPEDU,BUPPSRY,PC_25_64,A,2019,5.9390721,
AUS,UNEMPEDU,TRY,PC_25_64,A,2016,3.2340076,
AUS,UNEMPEDU,TRY,PC_25_64,A,2017,3.3636401,
AUS,UNEMPEDU,TRY,PC_25_64,A,2018,3.29336,
AUS,UNEMPEDU,TRY,PC_25_64,A,2019,2.8989403,
AUS,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2016,4.4636726,
AUS,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2017,4.1310658,
AUS,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2018,4.4228549,
AUS,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2019,4.0721803,
AUT,UNEMPEDU,BUPPSRY,PC_25_64,A,2016,11.717247,
AUT,UNEMPEDU,BUPPSRY,PC_25_64,A,2017,12.477829,
AUT,UNEMPEDU,BUPPSRY,PC_25_64,A,2018,10.870542,
AUT,UNEMPEDU,BUPPSRY,PC_25_64,A,2019,10.013733,
AUT,UNEMPEDU,TRY,PC_25_64,A,2016,3.4075601,
AUT,UNEMPEDU,TRY,PC_25_64,A,2017,2.9824064,
AUT,UNEMPEDU,TRY,PC_25_64,A,2018,2.9675856,
AUT,UNEMPEDU,TRY,PC_25_64,A,2019,2.8301337,
AUT,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2016,5.2282047,
AUT,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2017,4.7288117,
AUT,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2018,3.8333592,
AUT,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2019,3.6240354,
BEL,UNEMPEDU,BUPPSRY,PC_25_64,A,2016,14.457345,
BEL,UNEMPEDU,BUPPSRY,PC_25_64,A,2017,13.05376,
BEL,UNEMPEDU,BUPPSRY,PC_25_64,A,2018,11.8891,
BEL,UNEMPEDU,BUPPSRY,PC_25_64,A,2019,10.406223,
BEL,UNEMPEDU,TRY,PC_25_64,A,2016,3.7356656,
BEL,UNEMPEDU,TRY,PC_25_64,A,2017,3.8462749,
BEL,UNEMPEDU,TRY,PC_25_64,A,2018,3.1575096,
BEL,UNEMPEDU,TRY,PC_25_64,A,2019,2.8982859,
BEL,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2016,6.9744177,
BEL,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2017,6.1271291,
BEL,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2018,5.0862646,
BEL,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2019,4.5967746,
CAN,UNEMPEDU,BUPPSRY,PC_25_64,A,2016,10.88314,
CAN,UNEMPEDU,BUPPSRY,PC_25_64,A,2017,9.860465,
CAN,UNEMPEDU,BUPPSRY,PC_25_64,A,2018,8.8845015,
CAN,UNEMPEDU,BUPPSRY,PC_25_64,A,2019,8.6481113,
CAN,UNEMPEDU,TRY,PC_25_64,A,2016,4.9142132,
CAN,UNEMPEDU,TRY,PC_25_64,A,2017,4.5345812,
CAN,UNEMPEDU,TRY,PC_25_64,A,2018,4.1914959,
CAN,UNEMPEDU,TRY,PC_25_64,A,2019,4.008172,
CAN,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2016,7.0350809,
CAN,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2017,6.4040327,
CAN,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2018,5.8278146,
CAN,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2019,5.7609963,
CZE,UNEMPEDU,BUPPSRY,PC_25_64,A,2016,19.187189,
CZE,UNEMPEDU,BUPPSRY,PC_25_64,A,2017,11.913857,
CZE,UNEMPEDU,BUPPSRY,PC_25_64,A,2018,9.3599224,
CZE,UNEMPEDU,BUPPSRY,PC_25_64,A,2019,10.161623,
CZE,UNEMPEDU,TRY,PC_25_64,A,2016,1.8071283,
CZE,UNEMPEDU,TRY,PC_25_64,A,2017,1.4016052,
CZE,UNEMPEDU,TRY,PC_25_64,A,2018,1.1391273,
CZE,UNEMPEDU,TRY,PC_25_64,A,2019,0.97112429,
CZE,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2016,3.2249165,
CZE,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2017,2.4906461,
CZE,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2018,1.8990363,
CZE,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2019,1.633245,
DNK,UNEMPEDU,BUPPSRY,PC_25_64,A,2016,6.8373957,
DNK,UNEMPEDU,BUPPSRY,PC_25_64,A,2017,6.8125796,
DNK,UNEMPEDU,BUPPSRY,PC_25_64,A,2018,6.6664252,
DNK,UNEMPEDU,BUPPSRY,PC_25_64,A,2019,6.2394319,
DNK,UNEMPEDU,TRY,PC_25_64,A,2016,4.5356169,
DNK,UNEMPEDU,TRY,PC_25_64,A,2017,4.4356847,
DNK,UNEMPEDU,TRY,PC_25_64,A,2018,4.0302238,
DNK,UNEMPEDU,TRY,PC_25_64,A,2019,4.0720215,
DNK,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2016,4.3696465,
DNK,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2017,3.9333575,
DNK,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2018,3.4591029,
DNK,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2019,3.5237284,
FIN,UNEMPEDU,BUPPSRY,PC_25_64,A,2016,11.707317,
FIN,UNEMPEDU,BUPPSRY,PC_25_64,A,2017,13,
FIN,UNEMPEDU,BUPPSRY,PC_25_64,A,2018,12.234042,
FIN,UNEMPEDU,BUPPSRY,PC_25_64,A,2019,10.714286,
FIN,UNEMPEDU,TRY,PC_25_64,A,2016,5.4205608,
FIN,UNEMPEDU,TRY,PC_25_64,A,2017,4.9225159,
FIN,UNEMPEDU,TRY,PC_25_64,A,2018,4.1592922,
FIN,UNEMPEDU,TRY,PC_25_64,A,2019,3.8860104,
FIN,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2016,8.3164301,
FIN,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2017,7.9754601,
FIN,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2018,7.0850201,
FIN,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2019,6.2068968,
FRA,UNEMPEDU,BUPPSRY,PC_25_64,A,2016,15.868587,
FRA,UNEMPEDU,BUPPSRY,PC_25_64,A,2017,15.063866,
FRA,UNEMPEDU,BUPPSRY,PC_25_64,A,2018,14.321804,
FRA,UNEMPEDU,BUPPSRY,PC_25_64,A,2019,13.481572,
FRA,UNEMPEDU,TRY,PC_25_64,A,2016,5.0599513,
FRA,UNEMPEDU,TRY,PC_25_64,A,2017,4.7257986,
FRA,UNEMPEDU,TRY,PC_25_64,A,2018,5.0255108,
FRA,UNEMPEDU,TRY,PC_25_64,A,2019,4.6823454,
FRA,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2016,8.9903126,
FRA,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2017,8.5151796,
FRA,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2018,8.2463455,
FRA,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2019,7.8668385,
DEU,UNEMPEDU,BUPPSRY,PC_25_64,A,2016,10.004822,
DEU,UNEMPEDU,BUPPSRY,PC_25_64,A,2017,9.1673222,
DEU,UNEMPEDU,BUPPSRY,PC_25_64,A,2018,8.5388823,
DEU,UNEMPEDU,BUPPSRY,PC_25_64,A,2019,7.7439661,
DEU,UNEMPEDU,TRY,PC_25_64,A,2016,2.2083173,
DEU,UNEMPEDU,TRY,PC_25_64,A,2017,1.9815251,
DEU,UNEMPEDU,TRY,PC_25_64,A,2018,1.8697213,
DEU,UNEMPEDU,TRY,PC_25_64,A,2019,1.8176366,
DEU,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2016,3.6604199,
DEU,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2017,3.2659097,
DEU,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2018,2.8517847,
DEU,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2019,2.6341136,
GRC,UNEMPEDU,BUPPSRY,PC_25_64,A,2016,26.186934,
GRC,UNEMPEDU,BUPPSRY,PC_25_64,A,2017,23.91394,
GRC,UNEMPEDU,BUPPSRY,PC_25_64,A,2018,21.974014,
GRC,UNEMPEDU,BUPPSRY,PC_25_64,A,2019,20.037479,
GRC,UNEMPEDU,TRY,PC_25_64,A,2016,17.229668,
GRC,UNEMPEDU,TRY,PC_25_64,A,2017,15.651299,
GRC,UNEMPEDU,TRY,PC_25_64,A,2018,13.682021,
GRC,UNEMPEDU,TRY,PC_25_64,A,2019,11.621496,
GRC,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2016,24.182415,
GRC,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2017,22.27109,
GRC,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2018,20.34164,
GRC,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2019,18.832159,
HUN,UNEMPEDU,BUPPSRY,PC_25_64,A,2016,11.782121,
HUN,UNEMPEDU,BUPPSRY,PC_25_64,A,2017,10.098001,
HUN,UNEMPEDU,BUPPSRY,PC_25_64,A,2018,8.7703676,
HUN,UNEMPEDU,BUPPSRY,PC_25_64,A,2019,8.0525532,
HUN,UNEMPEDU,TRY,PC_25_64,A,2016,1.6791182,
HUN,UNEMPEDU,TRY,PC_25_64,A,2017,1.4652317,
HUN,UNEMPEDU,TRY,PC_25_64,A,2018,1.3436961,
HUN,UNEMPEDU,TRY,PC_25_64,A,2019,1.3553417,
HUN,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2016,4.2319288,
HUN,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2017,3.3190954,
HUN,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2018,3.0284367,
HUN,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2019,2.5439126,
ISL,UNEMPEDU,BUPPSRY,PC_25_64,A,2016,2.7797201,
ISL,UNEMPEDU,BUPPSRY,PC_25_64,A,2017,2.0912006,
ISL,UNEMPEDU,BUPPSRY,PC_25_64,A,2018,2.7952092,
ISL,UNEMPEDU,BUPPSRY,PC_25_64,A,2019,3.2297986,
ISL,UNEMPEDU,TRY,PC_25_64,A,2016,1.6910819,
ISL,UNEMPEDU,TRY,PC_25_64,A,2017,1.6587635,
ISL,UNEMPEDU,TRY,PC_25_64,A,2018,1.9622258,
ISL,UNEMPEDU,TRY,PC_25_64,A,2019,2.3092563,
ISL,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2016,3.0496373,
ISL,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2017,2.0115392,
ISL,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2018,2.0313857,
ISL,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2019,2.9754987,
IRL,UNEMPEDU,BUPPSRY,PC_25_64,A,2017,10.884036,
IRL,UNEMPEDU,BUPPSRY,PC_25_64,A,2018,7.8827791,
IRL,UNEMPEDU,BUPPSRY,PC_25_64,A,2019,6.5684071,
IRL,UNEMPEDU,TRY,PC_25_64,A,2017,3.7408261,
IRL,UNEMPEDU,TRY,PC_25_64,A,2018,3.5211744,
IRL,UNEMPEDU,TRY,PC_25_64,A,2019,2.8838186,
IRL,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2017,7.0278854,
IRL,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2018,5.3434896,
IRL,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2019,4.6022849,
ITA,UNEMPEDU,BUPPSRY,PC_25_64,A,2016,14.296636,
ITA,UNEMPEDU,BUPPSRY,PC_25_64,A,2017,14.285714,
ITA,UNEMPEDU,BUPPSRY,PC_25_64,A,2018,13.4765,
ITA,UNEMPEDU,BUPPSRY,PC_25_64,A,2019,12.780911,
ITA,UNEMPEDU,TRY,PC_25_64,A,2016,6.5583634,
ITA,UNEMPEDU,TRY,PC_25_64,A,2017,6.146841,
ITA,UNEMPEDU,TRY,PC_25_64,A,2018,5.7681146,
ITA,UNEMPEDU,TRY,PC_25_64,A,2019,5.6292591,
ITA,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2016,8.8056116,
ITA,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2017,8.5385113,
ITA,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2018,8.4729414,
ITA,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2019,7.9661689,
JPN,UNEMPEDU,TRY,PC_25_64,A,2016,2.4526198,
JPN,UNEMPEDU,TRY,PC_25_64,A,2017,2.1849964,
JPN,UNEMPEDU,TRY,PC_25_64,A,2018,1.9010043,
JPN,UNEMPEDU,TRY,PC_25_64,A,2019,1.8741159,
KOR,UNEMPEDU,BUPPSRY,PC_25_64,A,2016,2.7628746,
KOR,UNEMPEDU,BUPPSRY,PC_25_64,A,2017,2.7666306,
KOR,UNEMPEDU,BUPPSRY,PC_25_64,A,2018,3.2216022,
KOR,UNEMPEDU,BUPPSRY,PC_25_64,A,2019,3.9066856,
KOR,UNEMPEDU,TRY,PC_25_64,A,2016,3.2910287,
KOR,UNEMPEDU,TRY,PC_25_64,A,2017,3.5086088,
KOR,UNEMPEDU,TRY,PC_25_64,A,2018,3.4436555,
KOR,UNEMPEDU,TRY,PC_25_64,A,2019,3.1614375,
KOR,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2016,3.3593016,
KOR,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2017,3.0966783,
KOR,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2018,3.5780659,
KOR,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2019,3.532999,
LUX,UNEMPEDU,BUPPSRY,PC_25_64,A,2016,6.9030805,
LUX,UNEMPEDU,BUPPSRY,PC_25_64,A,2017,6.3986888,
LUX,UNEMPEDU,BUPPSRY,PC_25_64,A,2018,6.3844604,
LUX,UNEMPEDU,BUPPSRY,PC_25_64,A,2019,5.5330138,
LUX,UNEMPEDU,TRY,PC_25_64,A,2016,3.7709091,
LUX,UNEMPEDU,TRY,PC_25_64,A,2017,3.7603486,
LUX,UNEMPEDU,TRY,PC_25_64,A,2018,4.0543752,
LUX,UNEMPEDU,TRY,PC_25_64,A,2019,3.8542736,
LUX,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2016,5.6593051,
LUX,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2017,4.7665539,
LUX,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2018,4.5373697,
LUX,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2019,5.2180462,
MEX,UNEMPEDU,BUPPSRY,PC_25_64,A,2016,2.6077018,
MEX,UNEMPEDU,BUPPSRY,PC_25_64,A,2017,2.342535,
MEX,UNEMPEDU,BUPPSRY,PC_25_64,A,2018,2.1489182,
MEX,UNEMPEDU,BUPPSRY,PC_25_64,A,2019,2.3499572,
MEX,UNEMPEDU,TRY,PC_25_64,A,2016,4.3551898,
MEX,UNEMPEDU,TRY,PC_25_64,A,2017,3.7899735,
MEX,UNEMPEDU,TRY,PC_25_64,A,2018,3.6336913,
MEX,UNEMPEDU,TRY,PC_25_64,A,2019,3.9790719,
MEX,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2016,3.7603009,
MEX,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2017,3.1925368,
MEX,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2018,3.0982747,
MEX,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2019,3.0942526,
NLD,UNEMPEDU,BUPPSRY,PC_25_64,A,2016,7.6413312,
NLD,UNEMPEDU,BUPPSRY,PC_25_64,A,2017,6.5865383,
NLD,UNEMPEDU,BUPPSRY,PC_25_64,A,2018,5.1204324,
NLD,UNEMPEDU,BUPPSRY,PC_25_64,A,2019,4.2088528,
NLD,UNEMPEDU,TRY,PC_25_64,A,2016,3.363584,
NLD,UNEMPEDU,TRY,PC_25_64,A,2017,2.7507279,
NLD,UNEMPEDU,TRY,PC_25_64,A,2018,2.2953672,
NLD,UNEMPEDU,TRY,PC_25_64,A,2019,2.0731409,
NLD,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2016,5.6952085,
NLD,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2017,4.3765836,
NLD,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2018,3.2880535,
NLD,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2019,2.7552342,
NZL,UNEMPEDU,BUPPSRY,PC_25_64,A,2016,5.4138594,
NZL,UNEMPEDU,BUPPSRY,PC_25_64,A,2017,5.0077043,
NZL,UNEMPEDU,BUPPSRY,PC_25_64,A,2018,4.5654564,
NZL,UNEMPEDU,BUPPSRY,PC_25_64,A,2019,4.5935411,
NZL,UNEMPEDU,TRY,PC_25_64,A,2016,2.6014979,
NZL,UNEMPEDU,TRY,PC_25_64,A,2017,2.1675596,
NZL,UNEMPEDU,TRY,PC_25_64,A,2018,2.2813253,
NZL,UNEMPEDU,TRY,PC_25_64,A,2019,2.1769018,
NZL,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2016,3.8580821,
NZL,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2017,3.7150607,
NZL,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2018,3.1914895,
NZL,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2019,2.8642874,
NOR,UNEMPEDU,BUPPSRY,PC_25_64,A,2016,7.5275397,
NOR,UNEMPEDU,BUPPSRY,PC_25_64,A,2017,7.4969769,
NOR,UNEMPEDU,BUPPSRY,PC_25_64,A,2018,6.4973974,
NOR,UNEMPEDU,BUPPSRY,PC_25_64,A,2019,5.977437,
NOR,UNEMPEDU,TRY,PC_25_64,A,2016,2.9688365,
NOR,UNEMPEDU,TRY,PC_25_64,A,2017,2.2739775,
NOR,UNEMPEDU,TRY,PC_25_64,A,2018,2.2021699,
NOR,UNEMPEDU,TRY,PC_25_64,A,2019,2.0756705,
NOR,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2016,3.4498107,
NOR,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2017,3.074141,
NOR,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2018,2.9244654,
NOR,UNEMPEDU,UPPSRY_NTRY,PC_25_64,A,2019,2.703361,
POL,UNEMPEDU,BUPPSRY,PC_25_64,A,2016,12.783751,
POL,UNEMPEDU,BUPPSRY,PC_25_64,A,2017,11.052631,
POL,UNEMPEDU,BUPPSRY,PC_25_64,A,2018,9.353508,
